,Total DUC,Total US RigCount,U.S. Product Supplied of Crude Oil (Thousand Barrels per Day),U.S. Crude Oil Proved Reserves (Million Barrels),U.S. Field Production of Crude Oil (Thousand Barrels),Crude oil including lease condensate production,"Petroleum and other liquids production, Mexico (thousand barrels per day)",Total Imports,Africa_Imports,Asia_Imports,South America_Imports,Europe_Imports,North America_Imports,Oceania_Imports,Total Exports,Asia_Exports,Europe_Exports,Africa_Exports,North America_Exports,South America_Exports,Oceania_Exports,NYMEX - Light Sweet Crude $/bbl,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),US Offshore
1988-01-31,,,45.0,27256.0,255743.0,1412.0,,222611.0,0.0,0.0,0.0,0.0,0.0,0.0,27436.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-02-29,,,52.0,27256.0,242848.0,1425.0,,210419.0,0.0,0.0,0.0,0.0,0.0,0.0,25053.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-03-31,,,52.0,27256.0,259587.0,1421.0,,215274.0,0.0,0.0,0.0,0.0,0.0,0.0,25865.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-04-30,,,42.0,27256.0,248629.0,1397.0,,218111.0,0.0,0.0,0.0,0.0,0.0,0.0,20279.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-05-31,,,34.0,27256.0,255089.0,1389.0,,231533.0,0.0,0.0,0.0,0.0,0.0,0.0,25229.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-06-30,,,32.0,27256.0,245102.0,1399.0,,217167.0,0.0,0.0,0.0,0.0,0.0,0.0,28135.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-07-31,,,29.0,26825.0,249229.0,1420.0,,226204.0,0.0,0.0,0.0,0.0,0.0,0.0,25604.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-08-31,,,30.0,26825.0,250459.0,1432.0,,228957.0,0.0,0.0,0.0,0.0,0.0,0.0,25219.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-09-30,,,37.0,26825.0,236847.0,1413.0,,225169.0,0.0,0.0,0.0,0.0,0.0,0.0,20178.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-10-31,,,42.0,26825.0,248704.0,1402.0,,242728.0,0.0,0.0,0.0,0.0,0.0,0.0,22703.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-11-30,,,44.0,26825.0,240700.0,1423.0,,231425.0,0.0,0.0,0.0,0.0,0.0,0.0,21508.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1988-12-31,,,44.0,26825.0,246189.0,1405.0,,239541.0,0.0,0.0,0.0,0.0,0.0,0.0,31256.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-01-31,,,47.0,26825.0,246056.0,1382.0,,255904.0,0.0,0.0,0.0,0.0,0.0,0.0,23579.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-02-28,,,48.0,26825.0,218076.0,1368.0,,224882.0,0.0,0.0,0.0,0.0,0.0,0.0,24494.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-03-31,,,45.0,26825.0,234822.0,1380.0,,231140.0,0.0,0.0,0.0,0.0,0.0,0.0,26663.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-04-30,,,23.0,26825.0,233147.0,1339.0,,242335.0,0.0,0.0,0.0,0.0,0.0,0.0,24296.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-05-31,,,19.0,26825.0,242303.0,1305.0,,241114.0,0.0,0.0,0.0,0.0,0.0,0.0,24536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-06-30,,,20.0,26825.0,228731.0,1355.0,,239318.0,0.0,0.0,0.0,0.0,0.0,0.0,29246.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-07-31,,,19.0,26501.0,230766.0,1359.0,,259439.0,0.0,0.0,0.0,0.0,0.0,0.0,24183.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-08-31,,,17.0,26501.0,233878.0,1353.0,,265360.0,0.0,0.0,0.0,0.0,0.0,0.0,29962.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-09-30,,,18.0,26501.0,226436.0,1347.0,,240070.0,0.0,0.0,0.0,0.0,0.0,0.0,19664.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-10-31,,,21.0,26501.0,231036.0,1330.0,,257344.0,0.0,0.0,0.0,0.0,0.0,0.0,24514.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-11-30,,,25.0,26501.0,226082.0,1354.0,,250231.0,0.0,0.0,0.0,0.0,0.0,0.0,29239.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1989-12-31,,,33.0,26501.0,227439.0,1357.0,,234962.0,0.0,0.0,0.0,0.0,0.0,0.0,33083.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-01-31,,,40.0,26501.0,233931.0,1362.0,,285117.0,0.0,0.0,0.0,0.0,0.0,0.0,21988.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-02-28,,,36.0,26501.0,209923.0,1358.0,,235178.0,0.0,0.0,0.0,0.0,0.0,0.0,23016.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-03-31,,,24.0,26501.0,230434.0,1359.0,,246903.0,0.0,0.0,0.0,0.0,0.0,0.0,27284.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-04-30,,,24.0,26501.0,222215.0,1296.0,,235730.0,0.0,0.0,0.0,0.0,0.0,0.0,22821.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-05-31,,,30.0,26501.0,227179.0,1266.0,,273853.0,0.0,0.0,0.0,0.0,0.0,0.0,21382.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-06-30,,,29.0,26501.0,213175.0,1323.0,,262406.0,0.0,0.0,0.0,0.0,0.0,0.0,24097.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-07-31,,,31.0,26254.0,222371.0,1342.0,,280496.0,0.0,0.0,0.0,0.0,0.0,0.0,21563.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-08-31,,,18.0,26254.0,225886.0,1350.0,,267959.0,0.0,0.0,0.0,0.0,0.0,0.0,26340.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-09-30,,,14.0,26254.0,216715.0,1356.0,,220840.0,0.0,0.0,0.0,0.0,0.0,0.0,25405.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-10-31,,,15.0,26254.0,233799.0,1376.0,,208219.0,0.0,0.0,0.0,0.0,0.0,0.0,29408.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-11-30,,,13.0,26254.0,221598.0,1371.0,,210083.0,0.0,0.0,0.0,0.0,0.0,0.0,32557.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1990-12-31,,,15.0,26254.0,227463.0,1351.0,,199611.0,0.0,0.0,0.0,0.0,0.0,0.0,36810.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-01-31,,,23.0,26254.0,232498.0,1351.0,,220205.0,0.0,0.0,0.0,0.0,0.0,0.0,37169.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-02-28,,,17.0,26254.0,213836.0,1393.0,,192230.0,0.0,0.0,0.0,0.0,0.0,0.0,40345.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-03-31,,,18.0,26254.0,233926.0,1324.0,,206031.0,0.0,0.0,0.0,0.0,0.0,0.0,29254.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-04-30,,,21.0,26254.0,225256.0,1282.0,,222527.0,0.0,0.0,0.0,0.0,0.0,0.0,22122.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-05-31,,,15.0,26254.0,229670.0,1270.0,,264066.0,0.0,0.0,0.0,0.0,0.0,0.0,35633.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-06-30,,,16.0,26254.0,219610.0,1282.0,,247339.0,0.0,0.0,0.0,0.0,0.0,0.0,27644.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-07-31,,,15.0,24682.0,227756.0,1328.0,,240418.0,0.0,0.0,0.0,0.0,0.0,0.0,29841.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-08-31,,,13.0,24682.0,226801.0,1320.0,,268759.0,0.0,0.0,0.0,0.0,0.0,0.0,25958.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-09-30,,,16.0,24682.0,221029.0,1330.0,,234793.0,0.0,0.0,0.0,0.0,0.0,0.0,23540.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-10-31,,,22.0,24682.0,230557.0,1287.0,,231491.0,0.0,0.0,0.0,0.0,0.0,0.0,28451.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-11-30,,,22.0,24682.0,219833.0,1339.0,,228454.0,0.0,0.0,0.0,0.0,0.0,0.0,27769.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1991-12-31,,,23.0,24682.0,226267.0,1320.0,,227450.0,0.0,0.0,0.0,0.0,0.0,0.0,37616.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-01-31,,,26.0,24682.0,228178.0,1340.0,,239074.0,0.0,0.0,0.0,0.0,0.0,0.0,35458.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-02-29,,,17.0,24682.0,214269.0,1404.0,,197981.0,0.0,0.0,0.0,0.0,0.0,0.0,24696.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-03-31,,,18.0,24682.0,227798.0,1365.0,,219109.0,0.0,0.0,0.0,0.0,0.0,0.0,28274.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-04-30,,,11.0,24682.0,218775.0,1356.0,,242764.0,0.0,0.0,0.0,0.0,0.0,0.0,28116.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-05-31,,,10.0,24682.0,222227.0,1316.0,,242528.0,0.0,0.0,0.0,0.0,0.0,0.0,27431.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-06-30,,,12.0,24682.0,215019.0,1333.0,,238385.0,0.0,0.0,0.0,0.0,0.0,0.0,28712.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-07-31,,,9.0,23745.0,221064.0,1391.0,,262858.0,0.0,0.0,0.0,0.0,0.0,0.0,28810.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-08-31,,,8.0,23745.0,214575.0,1412.0,,256049.0,0.0,0.0,0.0,0.0,0.0,0.0,24467.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-09-30,,,11.0,23745.0,210904.0,1393.0,,245325.0,0.0,0.0,0.0,0.0,0.0,0.0,25428.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-10-31,,,10.0,23745.0,220898.0,1401.0,,263660.0,0.0,0.0,0.0,0.0,0.0,0.0,27975.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-11-30,,,10.0,23745.0,210724.0,1374.0,,236161.0,0.0,0.0,0.0,0.0,0.0,0.0,29864.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1992-12-31,,,12.0,23745.0,220200.0,1312.0,,243003.0,0.0,0.0,0.0,0.0,0.0,0.0,38353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1993-01-31,,,10.0,23745.0,215791.0,1367.0,3058.0,248124.0,43611.0,61862.0,53345.0,14910.0,61589.0,1.0,35177.0,13174.0,4791.0,52.0,8798.0,1239.0,577.0,,,
1993-02-28,,,10.0,23745.0,194393.0,1396.0,3064.0,222545.0,49105.0,56878.0,41671.0,8759.0,56013.0,0.0,28924.0,7393.0,6119.0,49.0,7715.0,1243.0,580.0,,,
1993-03-31,,,11.0,23745.0,216198.0,1415.0,3084.0,256833.0,55361.0,63862.0,45228.0,17975.0,62213.0,0.0,30062.0,10424.0,3276.0,479.0,8733.0,1169.0,382.0,,,
1993-04-30,,,9.0,23745.0,206439.0,1395.0,3120.0,263054.0,54988.0,64098.0,50261.0,21345.0,59323.0,0.0,32016.0,12322.0,5788.0,243.0,8329.0,1402.0,133.0,,,
1993-05-31,,,10.0,23745.0,212255.0,1387.0,3129.0,268539.0,48169.0,62767.0,47308.0,28343.0,65774.0,407.0,33540.0,11828.0,3563.0,303.0,8179.0,1964.0,531.0,,,
1993-06-30,,,8.0,23745.0,203842.0,1445.0,3130.0,264149.0,48374.0,60803.0,47288.0,22230.0,65638.0,1031.0,26986.0,6909.0,3577.0,78.0,8387.0,1305.0,635.0,,,
1993-07-31,,,9.0,22957.0,207339.0,1435.0,3105.0,285782.0,61244.0,56758.0,53794.0,21126.0,71929.0,1253.0,31024.0,10277.0,5769.0,1.0,9490.0,1560.0,446.0,,,
1993-08-31,,,8.0,22957.0,209492.0,1499.0,3098.0,261313.0,43574.0,57306.0,52752.0,20951.0,68221.0,1022.0,25709.0,7337.0,5053.0,311.0,7600.0,1536.0,198.0,,,
1993-09-30,,,8.0,22957.0,201347.0,1485.0,3145.0,255938.0,42793.0,61693.0,49700.0,17134.0,70652.0,0.0,27057.0,8767.0,4530.0,306.0,6795.0,1092.0,233.0,,,
1993-10-31,,,10.0,22957.0,212003.0,1467.0,3186.0,285103.0,53888.0,62318.0,51181.0,18351.0,77672.0,1640.0,27320.0,9623.0,4269.0,78.0,6553.0,1222.0,1272.0,,,
1993-11-30,,,10.0,22957.0,207349.0,1429.0,3189.0,267094.0,42473.0,61289.0,50398.0,18369.0,73442.0,0.0,29403.0,11618.0,4890.0,6.0,7605.0,1096.0,331.0,,,
1993-12-31,,,16.0,22957.0,212585.0,1430.0,3206.0,267980.0,43572.0,67899.0,45676.0,19854.0,71184.0,1639.0,38758.0,14007.0,9081.0,28.0,8949.0,1838.0,1159.0,,,
1994-01-31,,,10.0,22957.0,211320.0,1441.0,3186.0,247773.0,35640.0,61254.0,48966.0,12717.0,72252.0,362.0,28736.0,10146.0,5286.0,95.0,7372.0,1455.0,186.0,,,
1994-02-28,,,12.0,22957.0,189569.0,1456.0,3155.0,239093.0,39922.0,48840.0,43162.0,19897.0,70360.0,0.0,24690.0,8108.0,3431.0,0.0,6656.0,724.0,817.0,,,
1994-03-31,,,10.0,22957.0,209114.0,1482.0,3135.0,265808.0,36489.0,59345.0,49153.0,23636.0,77926.0,343.0,29020.0,7944.0,7139.0,142.0,8787.0,1121.0,707.0,,,
1994-04-30,,,9.0,22957.0,198363.0,1502.0,3158.0,269052.0,47071.0,62686.0,50739.0,24484.0,68873.0,0.0,26044.0,8774.0,4099.0,23.0,6734.0,1994.0,46.0,,,
1994-05-31,,,9.0,22957.0,207334.0,1478.0,3132.0,285609.0,50907.0,66452.0,53286.0,25262.0,70059.0,995.0,28811.0,9241.0,3960.0,28.0,8674.0,1484.0,1535.0,,,
1994-06-30,,,7.0,22957.0,198318.0,1461.0,3104.0,279153.0,47717.0,56987.0,51816.0,27667.0,70991.0,320.0,26024.0,8503.0,2932.0,21.0,8534.0,1512.0,419.0,,,
1994-07-31,,,8.0,22457.0,201527.0,1508.0,3128.0,303145.0,50448.0,70447.0,50481.0,35173.0,69753.0,1350.0,27196.0,5710.0,6333.0,81.0,9472.0,1611.0,310.0,,,
1994-08-31,,,7.0,22457.0,202869.0,1514.0,3139.0,294813.0,59723.0,61077.0,49313.0,29234.0,73042.0,401.0,28297.0,6157.0,6076.0,197.0,9885.0,1512.0,692.0,,,
1994-09-30,,,9.0,22457.0,198264.0,1540.0,3118.0,290790.0,46211.0,62498.0,52270.0,37727.0,72717.0,1063.0,26739.0,7416.0,5188.0,2.0,8133.0,1873.0,174.0,,,
1994-10-31,,,8.0,22457.0,206398.0,1496.0,3152.0,272425.0,44839.0,63322.0,54144.0,25354.0,70415.0,668.0,30901.0,8588.0,5412.0,70.0,10576.0,1485.0,605.0,,,
1994-11-30,,,7.0,22457.0,198850.0,1502.0,3147.0,261217.0,40487.0,57202.0,50787.0,27395.0,70649.0,652.0,29994.0,8027.0,5292.0,79.0,8322.0,3436.0,432.0,,,
1994-12-31,,,10.0,22457.0,209550.0,1510.0,3133.0,274743.0,51001.0,63645.0,53058.0,15804.0,75351.0,0.0,37443.0,11563.0,5515.0,49.0,11544.0,3666.0,342.0,,,
1995-01-31,,,7.0,22457.0,207148.0,1519.0,3159.0,248450.0,40586.0,50913.0,56511.0,14908.0,73566.0,1354.0,30308.0,7122.0,6934.0,240.0,10118.0,864.0,378.0,,,
1995-02-28,,,8.0,22457.0,190245.0,1521.0,3057.0,233648.0,39611.0,50611.0,48902.0,18674.0,64582.0,627.0,29726.0,9194.0,6332.0,44.0,7899.0,2577.0,611.0,,,
1995-03-31,,,7.0,22457.0,204613.0,1529.0,3108.0,279199.0,47731.0,60172.0,57101.0,31158.0,71693.0,0.0,29382.0,8325.0,5736.0,302.0,9132.0,1622.0,990.0,,,
1995-04-30,,,7.0,22457.0,198111.0,1506.0,3091.0,253946.0,41398.0,53427.0,52510.0,27802.0,69255.0,996.0,29936.0,5494.0,6141.0,624.0,10040.0,2179.0,178.0,,,
1995-05-31,,,7.0,22457.0,205509.0,1500.0,3137.0,269965.0,45308.0,50526.0,57255.0,25775.0,81191.0,941.0,27162.0,6744.0,4401.0,251.0,9348.0,2482.0,315.0,,,
1995-06-30,,,5.0,22457.0,197359.0,1533.0,3156.0,286751.0,53870.0,54234.0,57751.0,31155.0,79862.0,301.0,27575.0,6729.0,5404.0,636.0,7782.0,1896.0,705.0,,,
1995-07-31,,,7.0,22351.0,199912.0,1558.0,3158.0,274765.0,50593.0,54293.0,61153.0,18086.0,79548.0,1306.0,27730.0,6237.0,6270.0,298.0,9134.0,1682.0,157.0,,,
1995-08-31,,,6.0,22351.0,199846.0,1552.0,3179.0,280887.0,44798.0,55784.0,64210.0,23718.0,82272.0,0.0,25446.0,6314.0,3607.0,346.0,9563.0,1291.0,977.0,,,
1995-09-30,,,6.0,22351.0,192484.0,1560.0,3214.0,292067.0,54824.0,59651.0,61886.0,27602.0,80065.0,276.0,24154.0,4342.0,6432.0,249.0,8369.0,779.0,230.0,,,
1995-10-31,,,8.0,22351.0,199055.0,1574.0,2261.0,265893.0,49803.0,53034.0,55021.0,24466.0,71373.0,1145.0,29819.0,8009.0,7595.0,582.0,9563.0,1587.0,295.0,,,
1995-11-30,,,7.0,22351.0,197559.0,1527.0,3009.0,272221.0,45997.0,57584.0,58522.0,19844.0,78660.0,1.0,30062.0,7793.0,5648.0,335.0,9522.0,1251.0,287.0,,,
1995-12-31,,,6.0,22351.0,202428.0,1536.0,3237.0,266961.0,44156.0,55641.0,55736.0,20381.0,79049.0,913.0,35177.0,11424.0,5918.0,323.0,10548.0,1732.0,731.0,,,
1996-01-31,,,11.0,22351.0,201354.0,1519.0,3267.0,290297.0,49485.0,53675.0,59886.0,22445.0,89152.0,846.0,33171.0,9424.0,5134.0,383.0,11584.0,3256.0,477.0,18.80258064516129,,
1996-02-29,,,8.0,22351.0,190727.0,1546.0,3330.0,243304.0,37750.0,43012.0,52973.0,21463.0,74970.0,253.0,30387.0,11392.0,4894.0,652.0,8154.0,1497.0,336.0,18.70379310344828,,
1996-03-31,,,7.0,22351.0,203715.0,1572.0,3335.0,281860.0,42274.0,52455.0,68689.0,26398.0,81025.0,0.0,26870.0,5065.0,4734.0,191.0,9049.0,4024.0,423.0,21.05,,
1996-04-30,,,6.0,22351.0,193317.0,1534.0,3330.0,282855.0,36576.0,47868.0,69356.0,30623.0,85492.0,672.0,29280.0,8197.0,3789.0,337.0,8872.0,2696.0,588.0,23.285666666666675,,
1996-05-31,,,7.0,22351.0,198208.0,1510.0,3361.0,310209.0,52680.0,60472.0,67940.0,29747.0,86212.0,2219.0,27617.0,8757.0,5901.0,319.0,9222.0,1456.0,480.0,21.0883870967742,,
1996-06-30,,,6.0,22351.0,193746.0,1538.0,3359.0,298147.0,50569.0,56246.0,65619.0,27735.0,85973.0,1676.0,26863.0,4926.0,4320.0,587.0,11471.0,1199.0,350.0,20.367666666666658,,
1996-07-31,,,5.0,22017.0,196471.0,1571.0,3317.0,304432.0,51007.0,63659.0,65648.0,25506.0,84537.0,1115.0,29287.0,7329.0,4958.0,460.0,9841.0,1883.0,408.0,21.19741935483871,,
1996-08-31,,,6.0,22017.0,197162.0,1594.0,3169.0,309565.0,58181.0,60957.0,69086.0,24854.0,83318.0,2826.0,27790.0,8070.0,5287.0,535.0,10546.0,1532.0,159.0,21.911290322580648,,
1996-09-30,,,6.0,22017.0,194456.0,1573.0,3209.0,274255.0,43708.0,54033.0,64006.0,19152.0,81859.0,1602.0,33115.0,8282.0,8738.0,512.0,11170.0,2179.0,884.0,23.87733333333334,,
1996-10-31,,,5.0,22017.0,200907.0,1633.0,3237.0,304941.0,48364.0,60504.0,69649.0,26297.0,84275.0,2713.0,32396.0,7425.0,9917.0,495.0,11734.0,1316.0,459.0,24.926451612903232,,
1996-11-30,,,5.0,22017.0,194268.0,1630.0,3233.0,277328.0,43912.0,53809.0,65382.0,19121.0,84021.0,1134.0,30723.0,9300.0,6547.0,628.0,10288.0,1659.0,351.0,23.593666666666667,,
1996-12-31,,,6.0,22017.0,201685.0,1634.0,3267.0,291935.0,39738.0,58398.0,65201.0,18917.0,96296.0,1218.0,31399.0,11461.0,5393.0,470.0,11186.0,1848.0,436.0,25.071935483870973,,
1997-01-31,,,5.0,22017.0,198466.0,1613.0,3309.0,302658.0,44721.0,56355.0,66044.0,28462.0,93151.0,654.0,32176.0,12110.0,7514.0,230.0,10000.0,1707.0,292.0,25.23,432713.0,
1997-02-28,,,6.0,22017.0,182400.0,1656.0,3349.0,267706.0,48431.0,47797.0,56825.0,19744.0,83679.0,0.0,28462.0,6434.0,4866.0,260.0,10978.0,1918.0,472.0,22.29,396681.0,
1997-03-31,,,5.0,22017.0,200013.0,1630.0,3358.0,304827.0,50409.0,57628.0,70937.0,23595.0,89790.0,1147.0,28915.0,7137.0,5479.0,543.0,11912.0,1371.0,215.0,20.98,438926.0,
1997-04-30,,,3.0,22017.0,193239.0,1595.0,3308.0,303413.0,55438.0,61569.0,61508.0,19712.0,90111.0,2021.0,28111.0,8216.0,5249.0,476.0,10170.0,2118.0,592.0,19.69,423131.0,
1997-05-31,,,4.0,22017.0,200702.0,1596.0,3373.0,335357.0,64046.0,57339.0,75339.0,27335.0,96475.0,1906.0,27171.0,6219.0,6870.0,478.0,9396.0,2425.0,685.0,20.92,435592.0,
1997-06-30,,,2.0,22017.0,193252.0,1615.0,3380.0,322094.0,62915.0,59961.0,70158.0,26408.0,90923.0,678.0,28646.0,7280.0,5634.0,986.0,12235.0,1820.0,236.0,19.19,426888.0,
1997-07-31,,,2.0,22546.0,198691.0,1681.0,3408.0,310240.0,54506.0,57530.0,69492.0,20537.0,93629.0,2642.0,31376.0,8892.0,4605.0,132.0,13381.0,2892.0,516.0,19.62,434325.0,
1997-08-31,,,0.0,22546.0,196769.0,1690.0,3495.0,324404.0,54357.0,61017.0,72506.0,23679.0,97852.0,3083.0,33303.0,6823.0,5749.0,703.0,15773.0,2179.0,521.0,19.91,439712.0,
1997-09-30,,,0.0,22546.0,194575.0,1676.0,3536.0,316111.0,57294.0,64756.0,72713.0,17293.0,92452.0,2024.0,29903.0,5616.0,5278.0,171.0,14896.0,2712.0,257.0,19.78,428689.0,
1997-10-31,,,0.0,22546.0,200482.0,1691.0,3502.0,334555.0,56651.0,64992.0,81961.0,20266.0,96985.0,2843.0,33059.0,7457.0,5212.0,979.0,15099.0,2927.0,498.0,21.37,440668.0,
1997-11-30,,,0.0,22546.0,193778.0,1720.0,3493.0,298450.0,53109.0,56641.0,66747.0,18613.0,93876.0,675.0,28019.0,2834.0,6811.0,772.0,14621.0,2451.0,210.0,20.19,425849.0,
1997-12-31,,,0.0,22546.0,202464.0,1751.0,3480.0,289155.0,40630.0,59283.0,69139.0,14478.0,92403.0,1821.0,37117.0,9238.0,6366.0,669.0,17993.0,1872.0,487.0,18.34,441756.0,
1998-01-31,,,0.0,22546.0,202756.0,1782.0,3477.0,313927.0,53827.0,60606.0,68396.0,18289.0,100730.0,295.0,35121.0,9314.0,5032.0,451.0,16525.0,2249.0,14.0,16.73,443757.0,
1998-02-28,,,0.0,22546.0,181321.0,1805.0,3560.0,279737.0,46049.0,55306.0,64390.0,14496.0,86734.0,1585.0,28082.0,4894.0,4842.0,1008.0,14346.0,1939.0,604.0,16.14,398519.0,
1998-03-31,,,0.0,22546.0,198639.0,1724.0,3589.0,311061.0,55647.0,70168.0,69023.0,14395.0,87634.0,1355.0,29374.0,5443.0,5874.0,111.0,13870.0,1916.0,539.0,15.05,448486.0,
1998-04-30,,,0.0,22546.0,194483.0,1686.0,3577.0,333142.0,58120.0,71857.0,71318.0,21838.0,96913.0,2542.0,31433.0,6031.0,5111.0,142.0,16126.0,2568.0,144.0,15.48,438144.0,
1998-05-31,,,0.0,22546.0,196754.0,1657.0,3585.0,344219.0,61856.0,70832.0,81498.0,19976.0,96020.0,2545.0,32630.0,7607.0,5165.0,786.0,15996.0,1465.0,407.0,15.0,457815.0,
1998-06-30,,,0.0,22546.0,188018.0,1729.0,3476.0,327790.0,51407.0,74493.0,66984.0,24246.0,95956.0,2312.0,29610.0,4749.0,4380.0,598.0,17457.0,1131.0,548.0,13.6,435237.0,
1998-07-31,,,0.0,21034.0,192026.0,1729.0,3513.0,361122.0,64398.0,83572.0,69925.0,27222.0,100096.0,2135.0,30944.0,4401.0,4906.0,278.0,17177.0,2083.0,603.0,14.09,439093.0,
1998-08-31,,,0.0,21034.0,192282.0,1747.0,3524.0,341994.0,53121.0,88335.0,74641.0,25813.0,88258.0,1729.0,24187.0,3541.0,2485.0,107.0,14612.0,2431.0,304.0,13.47,443144.0,
1998-09-30,,,0.0,21034.0,173676.0,1706.0,3344.0,314960.0,49227.0,80465.0,64839.0,15152.0,92398.0,2320.0,25875.0,4230.0,3754.0,207.0,14173.0,1714.0,304.0,14.98,336241.0,
1998-10-31,,,0.0,21034.0,190420.0,1722.0,3208.0,336701.0,50554.0,74878.0,83348.0,25946.0,88521.0,2216.0,26367.0,6351.0,3999.0,463.0,12234.0,2129.0,352.0,14.46,421315.0,
1998-11-30,,,0.0,21034.0,184198.0,1678.0,3587.0,325804.0,51092.0,75192.0,70215.0,26903.0,89506.0,1207.0,23457.0,3864.0,4515.0,653.0,12387.0,1431.0,356.0,12.96,414058.0,
1998-12-31,,,0.0,21034.0,187347.0,1649.0,3557.0,317989.0,46517.0,73308.0,73907.0,18598.0,93915.0,1778.0,27677.0,6162.0,3519.0,311.0,13585.0,3159.0,298.0,11.24,434518.0,
1999-01-31,,,0.0,21034.0,184864.0,1581.0,3599.0,323150.0,52283.0,71870.0,73202.0,18962.0,93900.0,660.0,27764.0,7340.0,3829.0,560.0,12558.0,1953.0,713.0,12.48,436171.0,
1999-02-28,,,0.0,21034.0,167034.0,1577.0,3476.0,298204.0,43028.0,72354.0,70386.0,18425.0,78954.0,2328.0,21163.0,5718.0,1932.0,321.0,10815.0,1838.0,37.0,11.99,395293.0,
1999-03-31,,,0.0,21034.0,182362.0,1526.0,3523.0,330402.0,42988.0,91433.0,69354.0,23195.0,90122.0,1634.0,23694.0,5167.0,3383.0,224.0,11318.0,1735.0,518.0,14.71,435012.0,
1999-04-30,,,0.0,21034.0,176616.0,1562.0,3352.0,348542.0,58584.0,88873.0,73716.0,29151.0,86302.0,1527.0,35873.0,8512.0,4227.0,417.0,18480.0,3022.0,326.0,17.23,424724.0,
1999-05-31,,,0.0,21034.0,182122.0,1588.0,3379.0,356826.0,51083.0,88538.0,72798.0,39147.0,91513.0,1703.0,28358.0,6711.0,3396.0,148.0,15184.0,1266.0,495.0,17.76,432489.0,
